unique_cell_id,lat,lon,radio,city,cluster_id,is_5g,frequency_ghz,cell_type
GRID_46,33.55498198198198,-7.575808414076562,5G NSA,Casablanca,0,1,3.5,micro
GRID_47,33.55498198198198,-7.575051519802265,LTE,Casablanca,0,0,1.8,macro
GRID_48,33.55498198198198,-7.57429462552797,5G NSA,Casablanca,0,1,3.5,micro
GRID_49,33.55498198198198,-7.5735377312536745,LTE,Casablanca,0,0,1.8,macro
GRID_50,33.55498198198198,-7.572780836979379,5G NSA,Casablanca,0,1,3.5,micro
GRID_51,33.55498198198198,-7.5720239427050835,LTE,Casablanca,0,0,1.8,macro
GRID_52,33.55498198198198,-7.571267048430787,5G NSA,Casablanca,0,1,3.5,micro
GRID_53,33.55498198198198,-7.570510154156492,LTE,Casablanca,0,0,1.8,macro
GRID_54,33.55498198198198,-7.569753259882196,5G NSA,Casablanca,0,1,3.5,micro
GRID_55,33.55498198198198,-7.568996365607901,LTE,Casablanca,0,0,1.8,macro
GRID_56,33.55498198198198,-7.568239471333605,5G NSA,Casablanca,0,1,3.5,micro
GRID_57,33.55561261261261,-7.610625550694163,LTE,Casablanca,0,0,1.8,macro
GRID_58,33.55561261261261,-7.6098686564198665,5G NSA,Casablanca,0,1,3.5,micro
GRID_59,33.55561261261261,-7.609111762145571,LTE,Casablanca,0,0,1.8,macro
GRID_60,33.55561261261261,-7.608354867871276,5G NSA,Casablanca,0,1,3.5,micro
GRID_61,33.55561261261261,-7.60759797359698,LTE,Casablanca,0,0,1.8,macro
GRID_62,33.55561261261261,-7.606841079322685,5G NSA,Casablanca,0,1,3.5,micro
GRID_63,33.55561261261261,-7.606084185048388,LTE,Casablanca,0,0,1.8,macro
GRID_64,33.55561261261261,-7.605327290774093,5G NSA,Casablanca,0,1,3.5,micro
GRID_65,33.55561261261261,-7.604570396499797,LTE,Casablanca,0,0,1.8,macro
GRID_66,33.55561261261261,-7.603813502225502,5G NSA,Casablanca,0,1,3.5,micro
GRID_67,33.55561261261261,-7.603056607951205,LTE,Casablanca,0,0,1.8,macro
GRID_68,33.55561261261261,-7.60229971367691,5G NSA,Casablanca,0,1,3.5,micro
GRID_69,33.55561261261261,-7.6015428194026144,LTE,Casablanca,0,0,1.8,macro
GRID_70,33.55561261261261,-7.600785925128319,5G NSA,Casablanca,0,1,3.5,micro
GRID_71,33.55561261261261,-7.6000290308540235,LTE,Casablanca,0,0,1.8,macro
GRID_72,33.55561261261261,-7.599272136579727,5G NSA,Casablanca,0,1,3.5,micro
GRID_73,33.55561261261261,-7.598515242305432,LTE,Casablanca,0,0,1.8,macro
GRID_74,33.55561261261261,-7.597758348031136,5G NSA,Casablanca,0,1,3.5,micro
GRID_75,33.55561261261261,-7.597001453756841,LTE,Casablanca,0,0,1.8,macro
GRID_76,33.55561261261261,-7.596244559482544,5G NSA,Casablanca,0,1,3.5,micro
GRID_77,33.55561261261261,-7.595487665208249,LTE,Casablanca,0,0,1.8,macro
GRID_78,33.55561261261261,-7.594730770933953,5G NSA,Casablanca,0,1,3.5,micro
GRID_79,33.55561261261261,-7.593973876659658,LTE,Casablanca,0,0,1.8,macro
GRID_80,33.55561261261261,-7.593216982385362,5G NSA,Casablanca,0,1,3.5,micro
GRID_81,33.55561261261261,-7.592460088111066,LTE,Casablanca,0,0,1.8,macro
GRID_82,33.55561261261261,-7.5917031938367705,5G NSA,Casablanca,0,1,3.5,micro
GRID_83,33.55561261261261,-7.590946299562475,LTE,Casablanca,0,0,1.8,macro
GRID_84,33.55561261261261,-7.5901894052881795,5G NSA,Casablanca,0,1,3.5,micro
GRID_85,33.55561261261261,-7.589432511013884,LTE,Casablanca,0,0,1.8,macro
GRID_86,33.55561261261261,-7.588675616739588,5G NSA,Casablanca,0,1,3.5,micro
GRID_87,33.55561261261261,-7.587918722465292,LTE,Casablanca,0,0,1.8,macro
GRID_88,33.55561261261261,-7.587161828190997,5G NSA,Casablanca,0,1,3.5,micro
GRID_89,33.55561261261261,-7.586404933916701,LTE,Casablanca,0,0,1.8,macro
GRID_90,33.55561261261261,-7.585648039642405,5G NSA,Casablanca,0,1,3.5,micro
GRID_91,33.55561261261261,-7.584891145368109,LTE,Casablanca,0,0,1.8,macro
GRID_92,33.55561261261261,-7.584134251093814,5G NSA,Casablanca,0,1,3.5,micro
GRID_93,33.55561261261261,-7.583377356819518,LTE,Casablanca,0,0,1.8,macro
GRID_94,33.55561261261261,-7.582620462545223,5G NSA,Casablanca,0,1,3.5,micro
GRID_95,33.55561261261261,-7.581863568270927,LTE,Casablanca,0,0,1.8,macro
GRID_96,33.55561261261261,-7.581106673996631,5G NSA,Casablanca,0,1,3.5,micro
GRID_97,33.55561261261261,-7.580349779722336,LTE,Casablanca,0,0,1.8,macro
GRID_98,33.55561261261261,-7.57959288544804,5G NSA,Casablanca,0,1,3.5,micro
GRID_99,33.55561261261261,-7.578835991173745,LTE,Casablanca,0,0,1.8,macro
GRID_100,33.55561261261261,-7.578079096899448,5G NSA,Casablanca,0,1,3.5,micro
GRID_101,33.55561261261261,-7.577322202625153,LTE,Casablanca,0,0,1.8,macro
GRID_102,33.55561261261261,-7.576565308350857,5G NSA,Casablanca,0,1,3.5,micro
GRID_103,33.55561261261261,-7.575808414076562,LTE,Casablanca,0,0,1.8,macro
GRID_104,33.55561261261261,-7.575051519802265,5G NSA,Casablanca,0,1,3.5,micro
GRID_105,33.55561261261261,-7.57429462552797,LTE,Casablanca,0,0,1.8,macro
GRID_106,33.55561261261261,-7.5735377312536745,5G NSA,Casablanca,0,1,3.5,micro
GRID_107,33.55561261261261,-7.572780836979379,LTE,Casablanca,0,0,1.8,macro
GRID_108,33.55561261261261,-7.5720239427050835,5G NSA,Casablanca,0,1,3.5,micro
GRID_109,33.55561261261261,-7.571267048430787,LTE,Casablanca,0,0,1.8,macro
GRID_110,33.55561261261261,-7.570510154156492,5G NSA,Casablanca,0,1,3.5,micro
GRID_111,33.55561261261261,-7.569753259882196,LTE,Casablanca,0,0,1.8,macro
GRID_112,33.55561261261261,-7.568996365607901,5G NSA,Casablanca,0,1,3.5,micro
GRID_113,33.55561261261261,-7.568239471333605,LTE,Casablanca,0,0,1.8,macro
GRID_114,33.556243243243244,-7.610625550694163,5G NSA,Casablanca,0,1,3.5,micro
GRID_115,33.556243243243244,-7.6098686564198665,LTE,Casablanca,0,0,1.8,macro
GRID_116,33.556243243243244,-7.609111762145571,5G NSA,Casablanca,0,1,3.5,micro
GRID_117,33.556243243243244,-7.608354867871276,LTE,Casablanca,0,0,1.8,macro
GRID_118,33.556243243243244,-7.60759797359698,5G NSA,Casablanca,0,1,3.5,micro
GRID_119,33.556243243243244,-7.606841079322685,LTE,Casablanca,0,0,1.8,macro
GRID_120,33.556243243243244,-7.606084185048388,5G NSA,Casablanca,0,1,3.5,micro
GRID_121,33.556243243243244,-7.605327290774093,LTE,Casablanca,0,0,1.8,macro
GRID_122,33.556243243243244,-7.604570396499797,5G NSA,Casablanca,0,1,3.5,micro
GRID_123,33.556243243243244,-7.603813502225502,LTE,Casablanca,0,0,1.8,macro
GRID_124,33.556243243243244,-7.603056607951205,5G NSA,Casablanca,0,1,3.5,micro
GRID_125,33.556243243243244,-7.60229971367691,LTE,Casablanca,0,0,1.8,macro
GRID_126,33.556243243243244,-7.6015428194026144,5G NSA,Casablanca,0,1,3.5,micro
GRID_127,33.556243243243244,-7.600785925128319,LTE,Casablanca,0,0,1.8,macro
GRID_128,33.556243243243244,-7.6000290308540235,5G NSA,Casablanca,0,1,3.5,micro
GRID_129,33.556243243243244,-7.599272136579727,LTE,Casablanca,0,0,1.8,macro
GRID_130,33.556243243243244,-7.598515242305432,5G NSA,Casablanca,0,1,3.5,micro
GRID_131,33.556243243243244,-7.597758348031136,LTE,Casablanca,0,0,1.8,macro
GRID_132,33.556243243243244,-7.597001453756841,5G NSA,Casablanca,0,1,3.5,micro
GRID_133,33.556243243243244,-7.596244559482544,LTE,Casablanca,0,0,1.8,macro
GRID_134,33.556243243243244,-7.595487665208249,5G NSA,Casablanca,0,1,3.5,micro
GRID_135,33.556243243243244,-7.594730770933953,LTE,Casablanca,0,0,1.8,macro
GRID_136,33.556243243243244,-7.593973876659658,5G NSA,Casablanca,0,1,3.5,micro
GRID_137,33.556243243243244,-7.593216982385362,LTE,Casablanca,0,0,1.8,macro
GRID_138,33.556243243243244,-7.592460088111066,5G NSA,Casablanca,0,1,3.5,micro
GRID_139,33.556243243243244,-7.5917031938367705,LTE,Casablanca,0,0,1.8,macro
GRID_140,33.556243243243244,-7.590946299562475,5G NSA,Casablanca,0,1,3.5,micro
GRID_141,33.556243243243244,-7.5901894052881795,LTE,Casablanca,0,0,1.8,macro
GRID_142,33.556243243243244,-7.589432511013884,5G NSA,Casablanca,0,1,3.5,micro
GRID_143,33.556243243243244,-7.588675616739588,LTE,Casablanca,0,0,1.8,macro
GRID_144,33.556243243243244,-7.587918722465292,5G NSA,Casablanca,0,1,3.5,micro
GRID_145,33.556243243243244,-7.587161828190997,LTE,Casablanca,0,0,1.8,macro
GRID_146,33.556243243243244,-7.586404933916701,5G NSA,Casablanca,0,1,3.5,micro
GRID_147,33.556243243243244,-7.585648039642405,LTE,Casablanca,0,0,1.8,macro
GRID_148,33.556243243243244,-7.584891145368109,5G NSA,Casablanca,0,1,3.5,micro
GRID_149,33.556243243243244,-7.584134251093814,LTE,Casablanca,0,0,1.8,macro
GRID_150,33.556243243243244,-7.583377356819518,5G NSA,Casablanca,0,1,3.5,micro
GRID_151,33.556243243243244,-7.582620462545223,LTE,Casablanca,0,0,1.8,macro
GRID_152,33.556243243243244,-7.581863568270927,5G NSA,Casablanca,0,1,3.5,micro
GRID_153,33.556243243243244,-7.581106673996631,LTE,Casablanca,0,0,1.8,macro
GRID_154,33.556243243243244,-7.580349779722336,5G NSA,Casablanca,0,1,3.5,micro
GRID_155,33.556243243243244,-7.57959288544804,LTE,Casablanca,0,0,1.8,macro
GRID_156,33.556243243243244,-7.578835991173745,5G NSA,Casablanca,0,1,3.5,micro
GRID_157,33.556243243243244,-7.578079096899448,LTE,Casablanca,0,0,1.8,macro
GRID_158,33.556243243243244,-7.577322202625153,5G NSA,Casablanca,0,1,3.5,micro
GRID_159,33.556243243243244,-7.576565308350857,LTE,Casablanca,0,0,1.8,macro
GRID_160,33.556243243243244,-7.575808414076562,5G NSA,Casablanca,0,1,3.5,micro
GRID_161,33.556243243243244,-7.575051519802265,LTE,Casablanca,0,0,1.8,macro
GRID_162,33.556243243243244,-7.57429462552797,5G NSA,Casablanca,0,1,3.5,micro
GRID_163,33.556243243243244,-7.5735377312536745,LTE,Casablanca,0,0,1.8,macro
GRID_164,33.556243243243244,-7.572780836979379,5G NSA,Casablanca,0,1,3.5,micro
GRID_165,33.556243243243244,-7.5720239427050835,LTE,Casablanca,0,0,1.8,macro
GRID_166,33.556243243243244,-7.571267048430787,5G NSA,Casablanca,0,1,3.5,micro
GRID_167,33.556243243243244,-7.570510154156492,LTE,Casablanca,0,0,1.8,macro
GRID_168,33.556243243243244,-7.569753259882196,5G NSA,Casablanca,0,1,3.5,micro
GRID_169,33.556243243243244,-7.568996365607901,LTE,Casablanca,0,0,1.8,macro
GRID_170,33.556243243243244,-7.568239471333605,5G NSA,Casablanca,0,1,3.5,micro
GRID_171,33.556873873873876,-7.610625550694163,LTE,Casablanca,0,0,1.8,macro
GRID_172,33.556873873873876,-7.6098686564198665,5G NSA,Casablanca,0,1,3.5,micro
GRID_173,33.556873873873876,-7.609111762145571,LTE,Casablanca,0,0,1.8,macro
GRID_174,33.556873873873876,-7.608354867871276,5G NSA,Casablanca,0,1,3.5,micro
GRID_175,33.556873873873876,-7.60759797359698,LTE,Casablanca,0,0,1.8,macro
GRID_176,33.556873873873876,-7.606841079322685,5G NSA,Casablanca,0,1,3.5,micro
GRID_177,33.556873873873876,-7.606084185048388,LTE,Casablanca,0,0,1.8,macro
GRID_178,33.556873873873876,-7.605327290774093,5G NSA,Casablanca,0,1,3.5,micro
GRID_179,33.556873873873876,-7.604570396499797,LTE,Casablanca,0,0,1.8,macro
GRID_180,33.556873873873876,-7.603813502225502,5G NSA,Casablanca,0,1,3.5,micro
GRID_181,33.556873873873876,-7.603056607951205,LTE,Casablanca,0,0,1.8,macro
GRID_182,33.556873873873876,-7.60229971367691,5G NSA,Casablanca,0,1,3.5,micro
GRID_183,33.556873873873876,-7.6015428194026144,LTE,Casablanca,0,0,1.8,macro
GRID_184,33.556873873873876,-7.600785925128319,5G NSA,Casablanca,0,1,3.5,micro
GRID_185,33.556873873873876,-7.6000290308540235,LTE,Casablanca,0,0,1.8,macro
GRID_186,33.556873873873876,-7.599272136579727,5G NSA,Casablanca,0,1,3.5,micro
GRID_187,33.556873873873876,-7.598515242305432,LTE,Casablanca,0,0,1.8,macro
GRID_188,33.556873873873876,-7.597758348031136,5G NSA,Casablanca,0,1,3.5,micro
GRID_189,33.556873873873876,-7.597001453756841,LTE,Casablanca,0,0,1.8,macro
GRID_190,33.556873873873876,-7.596244559482544,5G NSA,Casablanca,0,1,3.5,micro
GRID_191,33.556873873873876,-7.595487665208249,LTE,Casablanca,0,0,1.8,macro
GRID_192,33.556873873873876,-7.594730770933953,5G NSA,Casablanca,0,1,3.5,micro
GRID_193,33.556873873873876,-7.593973876659658,LTE,Casablanca,0,0,1.8,macro
GRID_194,33.556873873873876,-7.593216982385362,5G NSA,Casablanca,0,1,3.5,micro
GRID_195,33.556873873873876,-7.592460088111066,LTE,Casablanca,0,0,1.8,macro
GRID_196,33.556873873873876,-7.5917031938367705,5G NSA,Casablanca,0,1,3.5,micro
GRID_197,33.556873873873876,-7.590946299562475,LTE,Casablanca,0,0,1.8,macro
GRID_198,33.556873873873876,-7.5901894052881795,5G NSA,Casablanca,0,1,3.5,micro
GRID_199,33.556873873873876,-7.589432511013884,LTE,Casablanca,0,0,1.8,macro
GRID_200,33.556873873873876,-7.588675616739588,5G NSA,Casablanca,0,1,3.5,micro
GRID_201,33.556873873873876,-7.587918722465292,LTE,Casablanca,0,0,1.8,macro
GRID_202,33.556873873873876,-7.587161828190997,5G NSA,Casablanca,0,1,3.5,micro
GRID_203,33.556873873873876,-7.586404933916701,LTE,Casablanca,0,0,1.8,macro
GRID_204,33.556873873873876,-7.585648039642405,5G NSA,Casablanca,0,1,3.5,micro
GRID_205,33.556873873873876,-7.584891145368109,LTE,Casablanca,0,0,1.8,macro
GRID_206,33.556873873873876,-7.584134251093814,5G NSA,Casablanca,0,1,3.5,micro
GRID_207,33.556873873873876,-7.583377356819518,LTE,Casablanca,0,0,1.8,macro
GRID_208,33.556873873873876,-7.582620462545223,5G NSA,Casablanca,0,1,3.5,micro
GRID_209,33.556873873873876,-7.581863568270927,LTE,Casablanca,0,0,1.8,macro
GRID_210,33.556873873873876,-7.581106673996631,5G NSA,Casablanca,0,1,3.5,micro
GRID_211,33.556873873873876,-7.580349779722336,LTE,Casablanca,0,0,1.8,macro
GRID_212,33.556873873873876,-7.57959288544804,5G NSA,Casablanca,0,1,3.5,micro
GRID_213,33.556873873873876,-7.578835991173745,LTE,Casablanca,0,0,1.8,macro
GRID_214,33.556873873873876,-7.578079096899448,5G NSA,Casablanca,0,1,3.5,micro
GRID_215,33.556873873873876,-7.577322202625153,LTE,Casablanca,0,0,1.8,macro
GRID_216,33.556873873873876,-7.576565308350857,5G NSA,Casablanca,0,1,3.5,micro
GRID_217,33.556873873873876,-7.575808414076562,LTE,Casablanca,0,0,1.8,macro
GRID_218,33.556873873873876,-7.575051519802265,5G NSA,Casablanca,0,1,3.5,micro
GRID_219,33.556873873873876,-7.57429462552797,LTE,Casablanca,0,0,1.8,macro
GRID_220,33.556873873873876,-7.5735377312536745,5G NSA,Casablanca,0,1,3.5,micro
GRID_221,33.556873873873876,-7.572780836979379,LTE,Casablanca,0,0,1.8,macro
GRID_222,33.556873873873876,-7.5720239427050835,5G NSA,Casablanca,0,1,3.5,micro
GRID_223,33.556873873873876,-7.571267048430787,LTE,Casablanca,0,0,1.8,macro
GRID_224,33.556873873873876,-7.570510154156492,5G NSA,Casablanca,0,1,3.5,micro
GRID_225,33.556873873873876,-7.569753259882196,LTE,Casablanca,0,0,1.8,macro
GRID_226,33.556873873873876,-7.568996365607901,5G NSA,Casablanca,0,1,3.5,micro
GRID_227,33.556873873873876,-7.568239471333605,LTE,Casablanca,0,0,1.8,macro
GRID_228,33.55750450450451,-7.610625550694163,5G NSA,Casablanca,0,1,3.5,micro
GRID_229,33.55750450450451,-7.6098686564198665,LTE,Casablanca,0,0,1.8,macro
GRID_230,33.55750450450451,-7.609111762145571,5G NSA,Casablanca,0,1,3.5,micro
GRID_231,33.55750450450451,-7.608354867871276,LTE,Casablanca,0,0,1.8,macro
GRID_232,33.55750450450451,-7.60759797359698,5G NSA,Casablanca,0,1,3.5,micro
GRID_233,33.55750450450451,-7.606841079322685,LTE,Casablanca,0,0,1.8,macro
GRID_234,33.55750450450451,-7.606084185048388,5G NSA,Casablanca,0,1,3.5,micro
GRID_235,33.55750450450451,-7.605327290774093,LTE,Casablanca,0,0,1.8,macro
GRID_236,33.55750450450451,-7.604570396499797,5G NSA,Casablanca,0,1,3.5,micro
GRID_237,33.55750450450451,-7.603813502225502,LTE,Casablanca,0,0,1.8,macro
GRID_238,33.55750450450451,-7.603056607951205,5G NSA,Casablanca,0,1,3.5,micro
GRID_239,33.55750450450451,-7.60229971367691,LTE,Casablanca,0,0,1.8,macro
GRID_240,33.55750450450451,-7.6015428194026144,5G NSA,Casablanca,0,1,3.5,micro
GRID_241,33.55750450450451,-7.600785925128319,LTE,Casablanca,0,0,1.8,macro
GRID_242,33.55750450450451,-7.6000290308540235,5G NSA,Casablanca,0,1,3.5,micro
GRID_243,33.55750450450451,-7.599272136579727,LTE,Casablanca,0,0,1.8,macro
GRID_244,33.55750450450451,-7.598515242305432,5G NSA,Casablanca,0,1,3.5,micro
GRID_245,33.55750450450451,-7.597758348031136,LTE,Casablanca,0,0,1.8,macro
GRID_246,33.55750450450451,-7.597001453756841,5G NSA,Casablanca,0,1,3.5,micro
GRID_247,33.55750450450451,-7.596244559482544,LTE,Casablanca,0,0,1.8,macro
GRID_248,33.55750450450451,-7.595487665208249,5G NSA,Casablanca,0,1,3.5,micro
GRID_249,33.55750450450451,-7.594730770933953,LTE,Casablanca,0,0,1.8,macro
GRID_250,33.55750450450451,-7.593973876659658,5G NSA,Casablanca,0,1,3.5,micro
GRID_251,33.55750450450451,-7.593216982385362,LTE,Casablanca,0,0,1.8,macro
GRID_252,33.55750450450451,-7.592460088111066,5G NSA,Casablanca,0,1,3.5,micro
GRID_253,33.55750450450451,-7.5917031938367705,LTE,Casablanca,0,0,1.8,macro
GRID_254,33.55750450450451,-7.590946299562475,5G NSA,Casablanca,0,1,3.5,micro
GRID_255,33.55750450450451,-7.5901894052881795,LTE,Casablanca,0,0,1.8,macro
GRID_256,33.55750450450451,-7.589432511013884,5G NSA,Casablanca,0,1,3.5,micro
GRID_257,33.55750450450451,-7.588675616739588,LTE,Casablanca,0,0,1.8,macro
GRID_258,33.55750450450451,-7.587918722465292,5G NSA,Casablanca,0,1,3.5,micro
GRID_259,33.55750450450451,-7.587161828190997,LTE,Casablanca,0,0,1.8,macro
GRID_260,33.55750450450451,-7.586404933916701,5G NSA,Casablanca,0,1,3.5,micro
GRID_261,33.55750450450451,-7.585648039642405,LTE,Casablanca,0,0,1.8,macro
GRID_262,33.55750450450451,-7.584891145368109,5G NSA,Casablanca,0,1,3.5,micro
GRID_263,33.55750450450451,-7.584134251093814,LTE,Casablanca,0,0,1.8,macro
GRID_264,33.55750450450451,-7.583377356819518,5G NSA,Casablanca,0,1,3.5,micro
GRID_265,33.55750450450451,-7.582620462545223,LTE,Casablanca,0,0,1.8,macro
GRID_266,33.55750450450451,-7.581863568270927,5G NSA,Casablanca,0,1,3.5,micro
GRID_267,33.55750450450451,-7.581106673996631,LTE,Casablanca,0,0,1.8,macro
GRID_268,33.55750450450451,-7.580349779722336,5G NSA,Casablanca,0,1,3.5,micro
GRID_269,33.55750450450451,-7.57959288544804,LTE,Casablanca,0,0,1.8,macro
GRID_270,33.55750450450451,-7.578835991173745,5G NSA,Casablanca,0,1,3.5,micro
GRID_271,33.55750450450451,-7.578079096899448,LTE,Casablanca,0,0,1.8,macro
GRID_272,33.55750450450451,-7.577322202625153,5G NSA,Casablanca,0,1,3.5,micro
GRID_273,33.55750450450451,-7.576565308350857,LTE,Casablanca,0,0,1.8,macro
GRID_274,33.55750450450451,-7.575808414076562,5G NSA,Casablanca,0,1,3.5,micro
GRID_275,33.55750450450451,-7.575051519802265,LTE,Casablanca,0,0,1.8,macro
GRID_276,33.55750450450451,-7.57429462552797,5G NSA,Casablanca,0,1,3.5,micro
GRID_277,33.55750450450451,-7.5735377312536745,LTE,Casablanca,0,0,1.8,macro
GRID_278,33.55750450450451,-7.572780836979379,5G NSA,Casablanca,0,1,3.5,micro
GRID_279,33.55750450450451,-7.5720239427050835,LTE,Casablanca,0,0,1.8,macro
GRID_280,33.55750450450451,-7.571267048430787,5G NSA,Casablanca,0,1,3.5,micro
GRID_281,33.55750450450451,-7.570510154156492,LTE,Casablanca,0,0,1.8,macro
GRID_282,33.55750450450451,-7.569753259882196,5G NSA,Casablanca,0,1,3.5,micro
GRID_283,33.55750450450451,-7.568996365607901,LTE,Casablanca,0,0,1.8,macro
GRID_284,33.55750450450451,-7.568239471333605,5G NSA,Casablanca,0,1,3.5,micro
GRID_285,33.55813513513514,-7.610625550694163,LTE,Casablanca,0,0,1.8,macro
GRID_286,33.55813513513514,-7.6098686564198665,5G NSA,Casablanca,0,1,3.5,micro
GRID_287,33.55813513513514,-7.609111762145571,LTE,Casablanca,0,0,1.8,macro
GRID_288,33.55813513513514,-7.608354867871276,5G NSA,Casablanca,0,1,3.5,micro
GRID_289,33.55813513513514,-7.60759797359698,LTE,Casablanca,0,0,1.8,macro
GRID_290,33.55813513513514,-7.606841079322685,5G NSA,Casablanca,0,1,3.5,micro
GRID_291,33.55813513513514,-7.606084185048388,LTE,Casablanca,0,0,1.8,macro
GRID_292,33.55813513513514,-7.605327290774093,5G NSA,Casablanca,0,1,3.5,micro
GRID_293,33.55813513513514,-7.604570396499797,LTE,Casablanca,0,0,1.8,macro
GRID_294,33.55813513513514,-7.603813502225502,5G NSA,Casablanca,0,1,3.5,micro
GRID_295,33.55813513513514,-7.603056607951205,LTE,Casablanca,0,0,1.8,macro
GRID_296,33.55813513513514,-7.60229971367691,5G NSA,Casablanca,0,1,3.5,micro
GRID_297,33.55813513513514,-7.6015428194026144,LTE,Casablanca,0,0,1.8,macro
GRID_298,33.55813513513514,-7.600785925128319,5G NSA,Casablanca,0,1,3.5,micro
GRID_299,33.55813513513514,-7.6000290308540235,LTE,Casablanca,0,0,1.8,macro
GRID_300,33.55813513513514,-7.599272136579727,5G NSA,Casablanca,0,1,3.5,micro
GRID_301,33.55813513513514,-7.598515242305432,LTE,Casablanca,0,0,1.8,macro
GRID_302,33.55813513513514,-7.597758348031136,5G NSA,Casablanca,0,1,3.5,micro
GRID_303,33.55813513513514,-7.597001453756841,LTE,Casablanca,0,0,1.8,macro
GRID_304,33.55813513513514,-7.596244559482544,5G NSA,Casablanca,0,1,3.5,micro
GRID_305,33.55813513513514,-7.595487665208249,LTE,Casablanca,0,0,1.8,macro
GRID_306,33.55813513513514,-7.594730770933953,5G NSA,Casablanca,0,1,3.5,micro
GRID_307,33.55813513513514,-7.593973876659658,LTE,Casablanca,0,0,1.8,macro
